gesture,run,iteration,label,S11_0,S11_1,S11_2,S11_3,S11_4,S11_5,S11_6,S11_7,S11_8,S11_9,S11_10,S11_11,S11_12,S11_13,S11_14,S11_15,S11_16,S11_17,S11_18,S11_19,S11_20,S11_21,S11_22,S11_23,S11_24,S11_25,S11_26,S11_27,S11_28,S11_29,S11_30,S11_31,S11_32,S11_33,S11_34,S11_35,S11_36,S11_37,S11_38,S11_39,S11_40,S11_41,S11_42,S11_43,S11_44,S11_45,S11_46,S11_47,S11_48,S11_49,S11_50,S11_51,S11_52,S11_53,S11_54,S11_55,S11_56,S11_57,S11_58,S11_59,S11_60,S11_61,S11_62,S11_63,S11_64,S11_65,S11_66,S11_67,S11_68,S11_69,S11_70,S11_71,S11_72,S11_73,S11_74,S11_75,S11_76,S11_77,S11_78,S11_79,S11_80,S11_81,S11_82,S11_83,S11_84,S11_85,S11_86,S11_87,S11_88,S11_89,S11_90,S11_91,S11_92,S11_93,S11_94,S11_95,S11_96,S11_97,S11_98,S11_99,S21_0,S21_1,S21_2,S21_3,S21_4,S21_5,S21_6,S21_7,S21_8,S21_9,S21_10,S21_11,S21_12,S21_13,S21_14,S21_15,S21_16,S21_17,S21_18,S21_19,S21_20,S21_21,S21_22,S21_23,S21_24,S21_25,S21_26,S21_27,S21_28,S21_29,S21_30,S21_31,S21_32,S21_33,S21_34,S21_35,S21_36,S21_37,S21_38,S21_39,S21_40,S21_41,S21_42,S21_43,S21_44,S21_45,S21_46,S21_47,S21_48,S21_49,S21_50,S21_51,S21_52,S21_53,S21_54,S21_55,S21_56,S21_57,S21_58,S21_59,S21_60,S21_61,S21_62,S21_63,S21_64,S21_65,S21_66,S21_67,S21_68,S21_69,S21_70,S21_71,S21_72,S21_73,S21_74,S21_75,S21_76,S21_77,S21_78,S21_79,S21_80,S21_81,S21_82,S21_83,S21_84,S21_85,S21_86,S21_87,S21_88,S21_89,S21_90,S21_91,S21_92,S21_93,S21_94,S21_95,S21_96,S21_97,S21_98,S21_99
Open,0,1,4,0.7346711,0.724218,0.7161704,0.7074902,0.70490205,0.69875413,0.6930637,0.68974763,0.68541646,0.680267,0.68570673,0.6823806,0.6801429,0.6789448,0.67718536,0.6775688,0.6776094,0.6719884,0.67079127,0.6638876,0.6609094,0.65376884,0.64280444,0.6322876,0.62380207,0.61125904,0.604056,0.59092987,0.57922876,0.56926054,0.5581973,0.55006826,0.5359278,0.52635336,0.5181692,0.50790274,0.5005045,0.49094352,0.48144192,0.4763398,0.4650158,0.45800084,0.4460997,0.43737105,0.426336,0.41298857,0.40117067,0.3863186,0.37118754,0.35514548,0.33426446,0.31833065,0.29799587,0.27749714,0.25578582,0.23457739,0.21298781,0.1907863,0.16950428,0.14677233,0.12930024,0.1121094,0.09607602,0.085725754,0.08390439,0.089370586,0.101135656,0.1150152,0.13227206,0.15339035,0.17177863,0.19329369,0.21576104,0.23629272,0.2578986,0.27883476,0.30191836,0.32392967,0.34608257,0.37158602,0.39380404,0.41755974,0.44178972,0.45939195,0.48401037,0.50213677,0.5249165,0.5435958,0.5594774,0.57657504,0.5900713,0.60148275,0.6093085,0.6198978,0.6278116,0.6308264,0.63275754,0.6379107,0.64022547,0.64630455,0.0040819147,0.0040780758,0.0041628443,0.0041935616,0.0042849854,0.0044231405,0.0044378666,0.0045833075,0.004689138,0.004848549,0.005114135,0.0054784967,0.005695511,0.006060104,0.006459315,0.006889963,0.0074702967,0.007920534,0.008392479,0.009089592,0.009647269,0.010135596,0.010695,0.011210083,0.011728898,0.012176719,0.012463749,0.012773028,0.013081696,0.0132887475,0.013458827,0.013889153,0.014073089,0.014470809,0.014820055,0.015420978,0.016028129,0.016789567,0.017439108,0.018315006,0.01918679,0.020125473,0.020987364,0.021962302,0.022898994,0.02387296,0.024860159,0.025897866,0.026962455,0.027848767,0.028466592,0.029463112,0.03024208,0.030967794,0.0314638,0.031931624,0.032126985,0.032286357,0.032124422,0.03206633,0.031961158,0.0321103,0.032186855,0.032276645,0.03241803,0.032540936,0.032413673,0.03210958,0.031832926,0.031383738,0.030277709,0.029251287,0.028090023,0.02706268,0.025743242,0.024377353,0.023218753,0.022128426,0.021174246,0.02034334,0.01961126,0.01867947,0.017915225,0.01672232,0.015487348,0.014192953,0.012747294,0.011421288,0.010115985,0.008947071,0.007937414,0.0070707863,0.0064898212,0.0060375994,0.0056466023,0.005487411,0.0053913016,0.0053669615,0.005372591,0.0054139956
Open,0,2,4,0.7346207,0.7244742,0.7160237,0.7073167,0.7034985,0.6989428,0.69017285,0.6887535,0.6853798,0.6838069,0.68388903,0.68365663,0.6804754,0.67877096,0.6788844,0.6780423,0.67813987,0.67144257,0.67189,0.66447556,0.6603511,0.64837545,0.6437063,0.63443667,0.6243348,0.6103848,0.6047384,0.58924794,0.5799725,0.56927377,0.5577681,0.54710674,0.5370913,0.52545786,0.5160781,0.5057762,0.5032281,0.48905408,0.4825934,0.47129822,0.46556106,0.455141,0.4444015,0.43562198,0.42509025,0.4129248,0.39968428,0.38722068,0.37080896,0.35442564,0.33604032,0.31918225,0.29835394,0.27671087,0.25484246,0.23405954,0.21082751,0.18981993,0.16761024,0.1456133,0.12769456,0.109616734,0.09505014,0.08528134,0.0832817,0.088305384,0.10053191,0.11513523,0.13291919,0.15232901,0.17226064,0.19381797,0.2137573,0.23728685,0.25916526,0.28004628,0.30237943,0.32383466,0.34637704,0.37032834,0.39489198,0.41578457,0.44160753,0.4630226,0.48413807,0.5045136,0.52286476,0.54357123,0.5596062,0.5760788,0.588559,0.60378504,0.61073965,0.61852235,0.62640756,0.629933,0.6330367,0.63811255,0.64061636,0.6466276,0.00375367,0.0037532442,0.003686497,0.003889573,0.0039254483,0.0041429503,0.0041388366,0.00436947,0.0043848064,0.0046746493,0.0048798826,0.0051508634,0.0054676523,0.0058729006,0.0062586875,0.006699269,0.007310527,0.007817897,0.008400474,0.008981305,0.009599579,0.009966706,0.010646596,0.0111359665,0.011711576,0.012187336,0.012417863,0.012627352,0.012967007,0.0132420715,0.013491512,0.013686758,0.014011249,0.014328322,0.014744626,0.015339239,0.015951118,0.016566554,0.0172434,0.01811983,0.019000582,0.019748837,0.020785322,0.021817386,0.022643622,0.023495076,0.02451139,0.02545924,0.026483335,0.027511464,0.028283896,0.029118724,0.029775418,0.030592559,0.031000514,0.031241883,0.03148305,0.031490617,0.031475097,0.031588584,0.031650137,0.031679425,0.03158506,0.031627443,0.031807527,0.031888787,0.03171891,0.031431764,0.031146845,0.030602023,0.029930646,0.02883164,0.027760789,0.026592208,0.025316706,0.024104016,0.022751981,0.021900753,0.020985086,0.020070966,0.019142352,0.018209111,0.017304573,0.016374322,0.015227719,0.01398324,0.012565413,0.011350465,0.0101221455,0.008902004,0.00794008,0.0071233693,0.0065516285,0.0060144234,0.005578165,0.005328729,0.005105108,0.005132602,0.005106809,0.0051751505
Open,0,3,4,0.7347238,0.72419214,0.7180212,0.70717907,0.7055511,0.6994013,0.6896415,0.6892519,0.6879261,0.68450475,0.68570286,0.6821716,0.6799798,0.6790728,0.67857504,0.6781045,0.67774683,0.6732119,0.6722289,0.66366076,0.662337,0.65602523,0.6457778,0.6364628,0.6250253,0.6123384,0.60585004,0.5932341,0.5818891,0.5711641,0.5613544,0.5498605,0.5381506,0.52617335,0.5197584,0.50787383,0.5016485,0.49118602,0.4820069,0.47457924,0.46494064,0.45775995,0.4450985,0.43711644,0.42507058,0.41348353,0.39880097,0.38580233,0.3696532,0.3522055,0.33442265,0.31589732,0.2945544,0.27478293,0.25256568,0.23097356,0.20856689,0.18666269,0.16466467,0.14239347,0.12393073,0.10632717,0.0926216,0.085008964,0.08297512,0.09052419,0.10136709,0.11792575,0.13627861,0.15490834,0.174903,0.19540764,0.21561362,0.23735854,0.2602167,0.2816201,0.3032134,0.3261612,0.34751216,0.3720825,0.3937912,0.41529173,0.44252843,0.46280855,0.48409882,0.5018657,0.52175415,0.54253054,0.55948913,0.5757084,0.58925694,0.601399,0.6107617,0.6214433,0.6262124,0.6298674,0.63682044,0.6382662,0.6433269,0.6480816,0.0036748124,0.0037282766,0.003729011,0.003793329,0.0037973938,0.004004928,0.0040533124,0.0042409883,0.0043127993,0.00445775,0.0046757576,0.005032169,0.0052795825,0.005633235,0.0060080932,0.006371492,0.0070746075,0.007586826,0.008109447,0.008629809,0.00966977,0.010213117,0.010748592,0.011259902,0.011797056,0.012222152,0.012568088,0.012772458,0.013120192,0.013326841,0.013587283,0.013833113,0.014039933,0.014436974,0.014910373,0.0154475905,0.016082471,0.016733505,0.017423179,0.018339954,0.019169357,0.020112451,0.02093021,0.021913843,0.022848185,0.023803692,0.024833959,0.025757754,0.026760487,0.027806476,0.0286373,0.02960207,0.030360017,0.031254664,0.031522524,0.031772815,0.031966515,0.031933032,0.031870306,0.03194404,0.0318792,0.03191172,0.03175781,0.031816497,0.0319303,0.032069944,0.032002263,0.031655155,0.03127752,0.030781908,0.029741902,0.02876772,0.027593134,0.026379883,0.025148362,0.023927862,0.022828072,0.021871062,0.021034973,0.020241065,0.019286782,0.01837653,0.017534196,0.016502243,0.015280767,0.014054243,0.012645313,0.011531991,0.010128655,0.0090415105,0.008026014,0.0072664083,0.0065469355,0.006106994,0.005699548,0.005427728,0.0054087834,0.0052461284,0.005194262,0.005197738
Open,0,4,4,0.734688,0.7236153,0.71542776,0.7068734,0.7035607,0.6978523,0.69047946,0.6881689,0.684845,0.68111527,0.68426603,0.6811188,0.67910904,0.67918974,0.6768933,0.67943877,0.6772741,0.67086005,0.66997135,0.66353905,0.66161454,0.65555936,0.6453961,0.6355194,0.6263995,0.6121396,0.60407674,0.5920249,0.5823875,0.5708668,0.56145746,0.5481754,0.5396181,0.52827096,0.5188089,0.5090851,0.50445867,0.49290413,0.4837947,0.4766841,0.46680507,0.45877656,0.44700572,0.439574,0.4274111,0.4137479,0.40127942,0.38731593,0.37128836,0.35358077,0.33500308,0.31617814,0.29452196,0.2753157,0.25291333,0.229607,0.20770383,0.18540657,0.16292015,0.14153373,0.12298164,0.105443224,0.09115337,0.08388311,0.08288594,0.0896913,0.10299226,0.1194161,0.13523689,0.15539907,0.17427248,0.1949635,0.21702805,0.238692,0.25899127,0.28172386,0.3035794,0.32451317,0.34722006,0.37108582,0.3965223,0.41714275,0.44270423,0.46581465,0.48352185,0.5053761,0.5232903,0.54257214,0.5597564,0.5773615,0.58998346,0.60151815,0.6099031,0.620465,0.6251334,0.63087976,0.6334937,0.63694197,0.64273244,0.6463709,0.0037330831,0.0037511678,0.0038030043,0.00383793,0.003816346,0.0040902365,0.004058826,0.0042322823,0.004356438,0.004510421,0.0047167726,0.0049443403,0.005342723,0.0055922,0.0060136053,0.006475206,0.007002509,0.0073122014,0.007786936,0.008450405,0.00935218,0.009930462,0.010463258,0.010906974,0.01150945,0.011943453,0.01235248,0.012635404,0.013013241,0.013203554,0.013591194,0.013808639,0.014189796,0.0145864785,0.015044704,0.015709834,0.016264662,0.016985588,0.017638398,0.018526802,0.019494308,0.020544,0.02135068,0.022404093,0.02323967,0.02423003,0.025143987,0.026126305,0.027261583,0.028177224,0.028885646,0.029777588,0.030390242,0.03120586,0.031522244,0.031702265,0.031811893,0.031959236,0.031759374,0.031767886,0.03171005,0.031531822,0.031467915,0.031423688,0.03176928,0.031837665,0.03187773,0.031140698,0.03117408,0.030408908,0.029673165,0.028705508,0.02780441,0.026546324,0.025349604,0.024140766,0.022475488,0.021709612,0.020689653,0.019872932,0.01894511,0.018368552,0.017457701,0.016530102,0.015199614,0.014036536,0.012623438,0.011355628,0.010135065,0.009006462,0.008014818,0.0070729717,0.0064852964,0.0060606375,0.005754569,0.0054911682,0.0053873407,0.0052789543,0.005316488,0.005344684
Open,0,5,4,0.736409,0.7261311,0.71765685,0.7077082,0.7048599,0.697956,0.6901311,0.69055784,0.6859854,0.68332887,0.6836986,0.679895,0.67981374,0.6786249,0.67649215,0.67917466,0.67695415,0.67249984,0.67043173,0.66424674,0.66161346,0.6551033,0.6424753,0.6332488,0.623491,0.61110216,0.6043353,0.58829904,0.580793,0.5699878,0.5615535,0.54879725,0.53905106,0.52877194,0.5189374,0.507846,0.5039036,0.49087718,0.48511207,0.47681433,0.4671193,0.45695582,0.44866684,0.438993,0.42589223,0.41372505,0.4004253,0.3862511,0.3714011,0.35290226,0.33569703,0.31723577,0.2952409,0.2736658,0.25199142,0.22928949,0.20719086,0.18546307,0.16347009,0.14152184,0.12571883,0.107005395,0.09490861,0.086369,0.08617356,0.09349545,0.10454841,0.12025876,0.1365718,0.15785854,0.17625646,0.19819596,0.21743593,0.23908916,0.25963053,0.28208452,0.30213547,0.32578775,0.34683973,0.36991325,0.39378768,0.41267997,0.43739057,0.46012253,0.48050156,0.5015561,0.521722,0.54028046,0.55806214,0.57437575,0.587392,0.6019957,0.60757136,0.62041056,0.6225901,0.6294834,0.6326354,0.63452923,0.63970035,0.6457969,0.0041857413,0.0040697623,0.004214508,0.0042589647,0.004304913,0.0044216188,0.0044902135,0.004674427,0.004664576,0.0048942748,0.005113075,0.0054153367,0.005757562,0.0060814284,0.006596175,0.0070327786,0.0075451354,0.008046676,0.008546909,0.009131738,0.009861205,0.01051193,0.011133309,0.011579357,0.012362128,0.012684152,0.013035448,0.013362163,0.013579976,0.014012109,0.014240923,0.014525362,0.014778327,0.015195717,0.015798487,0.016505998,0.017080009,0.017667906,0.018146714,0.019315641,0.020293552,0.021065706,0.022182163,0.023049384,0.02387429,0.024858316,0.025921268,0.026869306,0.02798559,0.029098244,0.029813487,0.03068507,0.031099856,0.03196815,0.03219183,0.03243373,0.032701675,0.032914758,0.03248725,0.03244648,0.032111492,0.031883143,0.031831745,0.031898767,0.0319892,0.032378435,0.032213807,0.032001168,0.031882297,0.03126066,0.030338323,0.029313907,0.028300064,0.026825015,0.025652781,0.024388514,0.023075866,0.022361703,0.021646475,0.020759568,0.019700011,0.019047178,0.018351698,0.017315825,0.01607423,0.014708891,0.013229248,0.011868453,0.010408474,0.009099777,0.007946523,0.0069736373,0.006195166,0.0058227098,0.005340502,0.0050334423,0.00483957,0.004776214,0.0047721635,0.0048033665
Open,0,6,4,0.7352185,0.724238,0.71693575,0.7072248,0.7046672,0.69764215,0.6915227,0.68852866,0.68585026,0.6836008,0.68328625,0.6829827,0.6813267,0.680355,0.6787605,0.682198,0.6804391,0.6730537,0.6712525,0.6652656,0.6598613,0.64868885,0.6440374,0.6359311,0.62512463,0.6149707,0.6035925,0.59305286,0.5819237,0.57029563,0.5590205,0.5487654,0.5368379,0.52869207,0.5199491,0.50835305,0.50402355,0.4919422,0.48519868,0.47590587,0.46690202,0.4585905,0.44768912,0.43945846,0.42790544,0.414851,0.4017412,0.38694304,0.37142232,0.35279423,0.33515236,0.31539765,0.29451773,0.27337885,0.2505978,0.22888918,0.20547129,0.18415329,0.16117133,0.13979653,0.12227091,0.10543031,0.093975194,0.08522562,0.08533647,0.095061615,0.10686682,0.12209931,0.13997456,0.1588553,0.17800304,0.19785464,0.21796307,0.23982783,0.26130402,0.28269583,0.3039205,0.32443354,0.3482747,0.37072587,0.39354858,0.41368684,0.4400935,0.46113145,0.48221806,0.50142014,0.5204261,0.53957695,0.55717725,0.575625,0.5870057,0.6011109,0.6085915,0.61799234,0.62395626,0.62935215,0.63196903,0.6361661,0.6400856,0.64525443,0.0038545157,0.0038641326,0.0038602892,0.0038439198,0.0038448568,0.003947531,0.0040032496,0.004104095,0.004275149,0.004580108,0.004721147,0.004991034,0.0054035108,0.0056609907,0.0060550836,0.0065518385,0.0070099607,0.0074816556,0.008031473,0.00850306,0.009929983,0.010340422,0.011146667,0.011533632,0.012231923,0.012656468,0.012898194,0.013308196,0.013553589,0.013829383,0.014100143,0.014352205,0.014572627,0.015041294,0.015410641,0.016146936,0.016789902,0.017360935,0.018152466,0.019099802,0.019907277,0.020928292,0.021810662,0.022803172,0.023789778,0.02457389,0.025505975,0.026657134,0.027591584,0.028982015,0.029573025,0.030486254,0.031261377,0.032025743,0.03241708,0.03259087,0.033019036,0.03303181,0.03311326,0.0330042,0.032915596,0.03298692,0.032776654,0.032850914,0.032856636,0.03316775,0.032995213,0.032848243,0.032492574,0.03181473,0.030773379,0.029495914,0.028643588,0.027252566,0.026006727,0.024639858,0.02351071,0.022742648,0.02184688,0.021224292,0.020110875,0.019162362,0.01824307,0.017316354,0.016080465,0.014648583,0.013433338,0.011929358,0.010685717,0.009562059,0.008463907,0.0074785706,0.006644025,0.006165895,0.0057672663,0.0054606353,0.0052773156,0.005043171,0.0049734777,0.004990646
Open,0,7,4,0.73492146,0.7243837,0.716924,0.7083407,0.70567465,0.69826454,0.68998796,0.6900104,0.68554205,0.68447626,0.6842921,0.68086445,0.6796017,0.67967224,0.67865485,0.67985296,0.6776636,0.67150223,0.6714964,0.66476697,0.66187185,0.65826774,0.6463376,0.6373621,0.62672186,0.61339045,0.6053263,0.59091705,0.58136123,0.56960243,0.55997473,0.5491675,0.5390988,0.5284717,0.51825535,0.5073865,0.5013455,0.4931607,0.48323,0.474916,0.46635315,0.45724273,0.44685152,0.43684658,0.42638093,0.41325468,0.4006547,0.38580456,0.37200394,0.35360438,0.3355222,0.31605294,0.29559225,0.27367726,0.25181434,0.23022927,0.20794186,0.18546234,0.16340652,0.14060983,0.12339767,0.10513996,0.0944608,0.08342921,0.08503537,0.09118543,0.103378974,0.118807115,0.13736664,0.15741746,0.17687216,0.1968476,0.21773444,0.24016795,0.2602369,0.28364697,0.30439508,0.32486513,0.34826645,0.37245348,0.39439464,0.41716933,0.44132417,0.46241096,0.4828396,0.50279015,0.5214466,0.5416317,0.55812436,0.5748475,0.5882381,0.6003688,0.6088547,0.6200952,0.6243334,0.6317298,0.6338819,0.63623905,0.64120966,0.64626896,0.0042209215,0.0041325996,0.0041024573,0.0041481694,0.004200598,0.0043053436,0.004347922,0.0043500434,0.0044467035,0.0045990264,0.004959917,0.0052849054,0.0055829366,0.0059224973,0.00630932,0.006847123,0.007418915,0.007838107,0.008414529,0.009087362,0.009445387,0.010073231,0.010676724,0.011236101,0.011791524,0.012296716,0.012594523,0.012946703,0.013278657,0.013654588,0.013879108,0.014169572,0.01446362,0.014828352,0.015250249,0.015854683,0.016532721,0.017197926,0.017888883,0.018725721,0.019646121,0.020493375,0.021545026,0.022372304,0.023276722,0.024123358,0.025081078,0.026097814,0.027025718,0.028053293,0.029009396,0.029782906,0.030389307,0.031145427,0.03180628,0.032133777,0.032373898,0.032458924,0.032413006,0.032447163,0.032460965,0.032270063,0.0321793,0.032301504,0.032283522,0.032574892,0.032527935,0.032289114,0.032031596,0.03138296,0.030601986,0.029592464,0.028496992,0.027172435,0.025937213,0.024689322,0.023658106,0.022765864,0.022014655,0.021155372,0.020372838,0.01933773,0.018365037,0.016994087,0.015778063,0.014513792,0.013072226,0.011849048,0.01060253,0.009419975,0.008355321,0.007424106,0.0066920375,0.006194359,0.0057151234,0.005400401,0.005197995,0.0051163635,0.0050579477,0.005073322
Open,0,8,4,0.7353795,0.7259553,0.7182211,0.70926625,0.7050419,0.6994216,0.69476825,0.6921419,0.6862877,0.6826067,0.6844502,0.68419045,0.68037534,0.6813391,0.67902017,0.6800319,0.679205,0.6732076,0.672166,0.66549593,0.66274506,0.64753056,0.64469093,0.6355139,0.6242837,0.6129934,0.6051242,0.59301734,0.5818688,0.5708851,0.5583753,0.5494744,0.5373453,0.52766633,0.51984805,0.5106364,0.501116,0.49254042,0.48242536,0.47554573,0.46483412,0.45740083,0.4477684,0.43730274,0.42528662,0.4128075,0.40065414,0.38564202,0.36860812,0.35311407,0.33328202,0.31571716,0.2949292,0.27426237,0.25220418,0.23056868,0.20765075,0.18600088,0.1636563,0.14190982,0.124494,0.10592096,0.09328055,0.084268674,0.083415836,0.091235735,0.10329482,0.117875494,0.136595,0.15545736,0.17622602,0.19765286,0.21810472,0.24094217,0.26160848,0.2822721,0.30580252,0.32718468,0.3487963,0.3724704,0.39737275,0.41547486,0.4424058,0.4626082,0.48316565,0.50470585,0.52187234,0.5420626,0.5589746,0.57593966,0.58804744,0.603358,0.6079829,0.6187023,0.6256436,0.62833095,0.63316995,0.6379011,0.641038,0.64642304,0.004183871,0.0041624876,0.004068314,0.004176682,0.004324309,0.0042528682,0.004311067,0.004494463,0.004517602,0.0046739676,0.0049059503,0.0052529047,0.0055087744,0.0059438082,0.0063532307,0.006785737,0.0072566415,0.0077813864,0.008396664,0.009063707,0.009671328,0.0101090055,0.010830776,0.011325819,0.012040654,0.012433213,0.0127133345,0.013102715,0.013367353,0.013558969,0.013769353,0.014193881,0.014406194,0.014879056,0.015419052,0.01598928,0.016374087,0.017163247,0.017828636,0.018819788,0.019703805,0.02069699,0.021636203,0.022479212,0.023427356,0.024293097,0.02530635,0.026261942,0.02718875,0.028277801,0.029152518,0.02995102,0.030598957,0.03135796,0.031876016,0.03205633,0.032270126,0.032437377,0.032266896,0.032211103,0.032164507,0.03204954,0.031956684,0.032002382,0.032199636,0.03236819,0.03216355,0.031982508,0.031577386,0.031023817,0.030077575,0.02903036,0.02808629,0.026873248,0.02565536,0.024282593,0.023237433,0.022268128,0.021492096,0.020728925,0.020133443,0.019176578,0.01833557,0.017143674,0.0159521,0.014682498,0.013176864,0.011830648,0.010563999,0.009386971,0.008357974,0.0074366955,0.0066059884,0.0062339418,0.0058437935,0.0055278847,0.005290816,0.0051603313,0.0052114273,0.0052460125
Open,0,9,4,0.733953,0.7239261,0.71810865,0.70865005,0.70490295,0.69908625,0.69578266,0.68879086,0.6878413,0.6838298,0.6866602,0.68423194,0.6811157,0.68129617,0.6791283,0.68022585,0.6796991,0.6746913,0.6737468,0.6661612,0.6597763,0.6488302,0.64549303,0.6361698,0.6246272,0.61383086,0.605039,0.5901956,0.58105874,0.569548,0.5591703,0.55009013,0.53716254,0.52693444,0.51624894,0.50958276,0.50004596,0.49328902,0.48243603,0.47519663,0.46598995,0.4569936,0.4462456,0.4384366,0.42544392,0.41392726,0.40037888,0.38779545,0.3717219,0.35204524,0.33569664,0.31546533,0.2960986,0.27223912,0.25165305,0.22912684,0.20651568,0.18419825,0.16291006,0.13998428,0.1227023,0.10490633,0.0912551,0.08237374,0.0848255,0.090274364,0.10283079,0.11921254,0.13644391,0.1555337,0.17673475,0.1967901,0.21884978,0.23879296,0.26064178,0.28277805,0.30320972,0.3268055,0.34866595,0.36997482,0.39557105,0.416188,0.441595,0.4622532,0.48231742,0.5034205,0.5207424,0.5415028,0.55905765,0.57680833,0.588236,0.60316676,0.60788745,0.61938995,0.6267041,0.6310365,0.6317373,0.64108044,0.6404078,0.64723396,0.0040057255,0.0041137487,0.004193769,0.0041465284,0.0041852086,0.004320594,0.004444122,0.0044714715,0.004550858,0.0047699236,0.005014545,0.0053022457,0.0055337125,0.0058838795,0.0062746573,0.0067225746,0.0071818675,0.0076199267,0.00811675,0.008707304,0.00951979,0.009948647,0.010596755,0.0110785635,0.011605759,0.012028295,0.012274958,0.012445566,0.012821952,0.012969685,0.013161482,0.013427885,0.013669018,0.0140849,0.014526649,0.015182312,0.015813658,0.01648273,0.01714427,0.018136391,0.018916227,0.019864637,0.020823462,0.021839837,0.022743657,0.023598282,0.024613233,0.025672585,0.026664717,0.027707137,0.028545847,0.029398413,0.030221986,0.031016901,0.031429168,0.031783942,0.032035228,0.032184485,0.0321052,0.032197654,0.032191098,0.03212946,0.032104854,0.032161396,0.032335963,0.03246025,0.032429136,0.032209307,0.031953085,0.0313336,0.030574283,0.029564597,0.028448315,0.027198954,0.02587087,0.02458474,0.023414385,0.022599328,0.021861164,0.02102455,0.020263769,0.019372858,0.01848201,0.0174112,0.01602802,0.01478864,0.01326384,0.011930872,0.010705892,0.009406665,0.008235626,0.0074049495,0.0065987664,0.006122086,0.005708201,0.0054150447,0.005183193,0.005097983,0.0050549516,0.004985873
Open,0,10,4,0.73539174,0.72527736,0.71770376,0.70819795,0.70638406,0.6989592,0.69311064,0.6904823,0.68717027,0.6846818,0.6858617,0.68361294,0.6819839,0.6816363,0.6796657,0.68089473,0.6812778,0.6755917,0.67498934,0.6656692,0.664918,0.6495718,0.6475276,0.63920164,0.62801933,0.6163187,0.6080124,0.5966168,0.5862902,0.5748726,0.5646316,0.5534696,0.5423351,0.5330206,0.52257293,0.5145319,0.5092571,0.49724668,0.488524,0.4818818,0.4735422,0.46385196,0.45257857,0.4431779,0.43242255,0.4186997,0.4052596,0.39057532,0.3726593,0.3560934,0.3370537,0.31742507,0.29564148,0.27332434,0.25035858,0.22788008,0.20345937,0.18160875,0.15813638,0.13575879,0.11719592,0.10044336,0.08601743,0.07841767,0.07575902,0.0870251,0.101711705,0.11744434,0.13637006,0.1567347,0.17712022,0.19802198,0.21924211,0.24125522,0.26201105,0.28335175,0.30567905,0.32792938,0.3489652,0.37263247,0.39517775,0.4167736,0.4418775,0.46301565,0.48400787,0.5042575,0.5253112,0.5422139,0.55921775,0.57619464,0.5888726,0.601885,0.6098555,0.6210877,0.625866,0.6310215,0.6335477,0.6356436,0.64143014,0.6471025,0.004057163,0.0040363045,0.0040658647,0.004031864,0.00408387,0.0041111354,0.0041999947,0.0042729788,0.004391365,0.004642469,0.004837224,0.0050909068,0.0053909165,0.0057844645,0.006070359,0.006534832,0.007162225,0.0076904795,0.008267799,0.008796412,0.0095602125,0.010068154,0.010714185,0.011395984,0.0119858235,0.012399782,0.012874547,0.013210447,0.013544535,0.013847844,0.014279579,0.014586542,0.014712424,0.015077408,0.01562992,0.016193105,0.016945902,0.017627195,0.018336989,0.019393863,0.020268023,0.02105926,0.021979144,0.023022547,0.02405634,0.02490721,0.025909573,0.026895788,0.027917,0.029229203,0.030059824,0.030997144,0.03180335,0.032579247,0.03292545,0.0332779,0.03356155,0.033235636,0.033225052,0.033297252,0.03324761,0.03281082,0.033035126,0.032787245,0.033149485,0.033210233,0.032941986,0.032868464,0.032610547,0.03202356,0.03103361,0.02982023,0.029072598,0.027838038,0.026376698,0.025206458,0.023933617,0.023160808,0.022232948,0.021111658,0.020433754,0.019435408,0.01872684,0.017456274,0.016232848,0.015036012,0.013612546,0.012005003,0.010588553,0.009419545,0.008373313,0.0074723354,0.006598283,0.006013784,0.0055461996,0.0052514416,0.0050094854,0.004882842,0.004918954,0.0049878336
