gesture,run,iteration,label,S11_0,S11_1,S11_2,S11_3,S11_4,S11_5,S11_6,S11_7,S11_8,S11_9,S11_10,S11_11,S11_12,S11_13,S11_14,S11_15,S11_16,S11_17,S11_18,S11_19,S11_20,S11_21,S11_22,S11_23,S11_24,S11_25,S11_26,S11_27,S11_28,S11_29,S11_30,S11_31,S11_32,S11_33,S11_34,S11_35,S11_36,S11_37,S11_38,S11_39,S11_40,S11_41,S11_42,S11_43,S11_44,S11_45,S11_46,S11_47,S11_48,S11_49,S11_50,S11_51,S11_52,S11_53,S11_54,S11_55,S11_56,S11_57,S11_58,S11_59,S11_60,S11_61,S11_62,S11_63,S11_64,S11_65,S11_66,S11_67,S11_68,S11_69,S11_70,S11_71,S11_72,S11_73,S11_74,S11_75,S11_76,S11_77,S11_78,S11_79,S11_80,S11_81,S11_82,S11_83,S11_84,S11_85,S11_86,S11_87,S11_88,S11_89,S11_90,S11_91,S11_92,S11_93,S11_94,S11_95,S11_96,S11_97,S11_98,S11_99,S21_0,S21_1,S21_2,S21_3,S21_4,S21_5,S21_6,S21_7,S21_8,S21_9,S21_10,S21_11,S21_12,S21_13,S21_14,S21_15,S21_16,S21_17,S21_18,S21_19,S21_20,S21_21,S21_22,S21_23,S21_24,S21_25,S21_26,S21_27,S21_28,S21_29,S21_30,S21_31,S21_32,S21_33,S21_34,S21_35,S21_36,S21_37,S21_38,S21_39,S21_40,S21_41,S21_42,S21_43,S21_44,S21_45,S21_46,S21_47,S21_48,S21_49,S21_50,S21_51,S21_52,S21_53,S21_54,S21_55,S21_56,S21_57,S21_58,S21_59,S21_60,S21_61,S21_62,S21_63,S21_64,S21_65,S21_66,S21_67,S21_68,S21_69,S21_70,S21_71,S21_72,S21_73,S21_74,S21_75,S21_76,S21_77,S21_78,S21_79,S21_80,S21_81,S21_82,S21_83,S21_84,S21_85,S21_86,S21_87,S21_88,S21_89,S21_90,S21_91,S21_92,S21_93,S21_94,S21_95,S21_96,S21_97,S21_98,S21_99
LateralPinch,1,45,2,0.75338644,0.744228,0.7394131,0.7313223,0.7302369,0.7262886,0.72197336,0.72084945,0.72072345,0.7175518,0.72406083,0.7218888,0.72262347,0.72535574,0.7254598,0.72864246,0.73167616,0.72644556,0.725812,0.72242355,0.7183636,0.7053518,0.70057595,0.69395775,0.6824643,0.66945845,0.6629893,0.6475897,0.6358873,0.6248815,0.6152,0.6004193,0.59021056,0.5798799,0.56674886,0.5591964,0.5487687,0.54098487,0.5284933,0.52074206,0.5115267,0.49939603,0.48987263,0.47830743,0.4630889,0.4494815,0.4337724,0.41609424,0.3972629,0.37469536,0.35191905,0.32797566,0.3031981,0.27551147,0.24799754,0.22095034,0.1918085,0.1627961,0.13470069,0.10366033,0.07650916,0.047269195,0.02131868,0.016941004,0.04158116,0.06808072,0.095234394,0.120265774,0.14378063,0.16658805,0.18987255,0.21175364,0.23231487,0.25339293,0.27304536,0.29209173,0.31332964,0.33114767,0.35316423,0.37511203,0.3965913,0.4178258,0.44323385,0.4635167,0.48516348,0.5057226,0.52524185,0.54474336,0.5624856,0.58011514,0.59327686,0.60587823,0.6141943,0.62465286,0.6287266,0.6352681,0.6367567,0.64171416,0.64632934,0.6497499,0.0036080151,0.0036841838,0.0036892747,0.0036614311,0.0037393009,0.003988004,0.0041151526,0.004135864,0.004187419,0.0042532585,0.0045709508,0.0047553293,0.005057736,0.005417594,0.005667334,0.0060288883,0.006537804,0.0069306884,0.007328185,0.007836159,0.008507985,0.008828703,0.009353453,0.009743291,0.010303366,0.010610478,0.011052269,0.011136297,0.011408232,0.011709885,0.011893146,0.012061272,0.01232827,0.012667344,0.012926967,0.0134233385,0.013875322,0.014507955,0.015025273,0.015729334,0.016333036,0.017149704,0.018204154,0.019099351,0.019808449,0.020751687,0.021713343,0.02297692,0.023950288,0.02514396,0.026128553,0.027052756,0.027861442,0.028528487,0.029186687,0.029695293,0.02995061,0.029996006,0.030128075,0.030252526,0.030121604,0.030404285,0.030467642,0.030495552,0.031099316,0.031152168,0.031049933,0.030639863,0.030540444,0.029922584,0.029241234,0.02809026,0.027242558,0.02601448,0.024767905,0.023592733,0.022663051,0.021886246,0.021335334,0.020493735,0.019835439,0.019139249,0.018338343,0.017267074,0.016013104,0.014612882,0.01312908,0.011754401,0.010467658,0.009276029,0.008204276,0.007285062,0.0064885663,0.0060348036,0.0054764175,0.0052260086,0.0050105243,0.004923918,0.004847526,0.004944632
LateralPinch,1,46,2,0.75580007,0.74752724,0.74009734,0.73325807,0.7336835,0.7291092,0.7259567,0.7252703,0.7212673,0.72197014,0.7252046,0.7264338,0.7256998,0.7291412,0.72802144,0.7327253,0.7346297,0.731045,0.7321223,0.72625184,0.7243093,0.7063018,0.7078983,0.6955522,0.6859743,0.67370206,0.6664555,0.6504433,0.64130557,0.6290273,0.61836004,0.6103586,0.5926887,0.5814382,0.5741352,0.56246966,0.5544757,0.5425284,0.5329526,0.5230335,0.5143338,0.50301045,0.49085408,0.48195562,0.46589154,0.44910708,0.4365688,0.4166018,0.3964547,0.37567472,0.35194755,0.32846195,0.30207637,0.27588823,0.24764797,0.2193381,0.19110905,0.1628791,0.13243525,0.10081734,0.074443065,0.046034034,0.017968824,0.015676878,0.042701356,0.06928915,0.09578687,0.12078018,0.1433633,0.16712075,0.18995644,0.21071349,0.23228423,0.25291118,0.27369985,0.29121247,0.31134734,0.33181512,0.35333726,0.3740134,0.39748988,0.41734797,0.44270697,0.46562523,0.486248,0.5055913,0.52620274,0.54465675,0.56287897,0.5805108,0.59368116,0.6056202,0.6150538,0.62638324,0.6306637,0.6372831,0.6388506,0.64265925,0.6457817,0.65180486,0.0036072969,0.0035597165,0.0035997364,0.003632894,0.003673356,0.0037785827,0.003961262,0.004130947,0.0041330415,0.00436289,0.00451644,0.004761111,0.005092174,0.0054946565,0.0058179647,0.006198207,0.006606873,0.0069092666,0.0073600733,0.0077574127,0.008768586,0.0089776395,0.009592212,0.010122343,0.010597326,0.010952393,0.011185288,0.0113340765,0.011779818,0.011795185,0.012118623,0.012271879,0.012482799,0.012753018,0.013198739,0.013610932,0.014154071,0.014753891,0.0151920365,0.01585612,0.01656443,0.017318208,0.018156286,0.019432966,0.020083465,0.020964729,0.022216823,0.023277251,0.02421346,0.025452461,0.026469033,0.027388686,0.028060766,0.028759057,0.029203087,0.02986838,0.030209556,0.030311082,0.030273147,0.030582165,0.03061666,0.030914916,0.03082633,0.031112313,0.031327445,0.031635683,0.03159549,0.0313414,0.031036424,0.030315012,0.029465074,0.028485456,0.027395615,0.026309833,0.025087109,0.023988513,0.022958096,0.022145743,0.021515608,0.02070108,0.019963684,0.019047374,0.018271517,0.017228145,0.015892822,0.014509055,0.013081956,0.011691744,0.010323808,0.009095913,0.007973903,0.0070730597,0.006343589,0.005726461,0.005319745,0.005054628,0.0048598074,0.0047920793,0.004752429,0.0048398594
LateralPinch,1,47,2,0.7553598,0.7469533,0.74184716,0.7338082,0.7326504,0.72933465,0.7262703,0.72382987,0.72259843,0.7218879,0.72532547,0.7237077,0.7259406,0.7290692,0.7297683,0.7325703,0.7351918,0.73081696,0.7333899,0.7253271,0.7241519,0.70792276,0.7095616,0.6992546,0.6876805,0.675413,0.66772914,0.6517477,0.6432715,0.6320348,0.6211058,0.60934514,0.59507173,0.5827428,0.57475555,0.5656901,0.5598144,0.5428922,0.5346088,0.5255372,0.51778835,0.50711954,0.4940149,0.4831117,0.4703333,0.45395342,0.43643564,0.42027903,0.39915243,0.37809333,0.35383707,0.33058918,0.30275118,0.2764276,0.24803364,0.22038566,0.19058585,0.16410911,0.13260151,0.10125654,0.07348365,0.044772334,0.015271781,0.015982099,0.04257675,0.07007114,0.096199565,0.1213566,0.14663608,0.168133,0.1896622,0.2120138,0.23273392,0.25389606,0.27382886,0.2926105,0.31315702,0.33178475,0.35426912,0.37366062,0.3970215,0.41877848,0.4425558,0.4652656,0.48563316,0.5049523,0.5271595,0.54639256,0.5632409,0.580496,0.59361625,0.60781884,0.6143567,0.6257735,0.63105834,0.63852555,0.63884556,0.6429071,0.6455823,0.6506678,0.0038391724,0.003845964,0.0037882258,0.0038248408,0.0038679822,0.0040173377,0.0040861433,0.0041928655,0.004186186,0.004367667,0.004529168,0.0047100578,0.0049866564,0.005303886,0.005579736,0.0059303255,0.0063758614,0.0068014734,0.0072359364,0.0075493534,0.008574068,0.008763855,0.009385049,0.009715458,0.010256502,0.010496359,0.010769801,0.011052959,0.011361621,0.011663059,0.011876837,0.0121253235,0.012378939,0.012642553,0.013017311,0.013477498,0.014017394,0.014413589,0.015030691,0.015765764,0.016486749,0.017312353,0.018120375,0.019004388,0.019866522,0.020664368,0.021762379,0.022898702,0.024110824,0.025196949,0.026118211,0.027062977,0.027763901,0.028633786,0.029229188,0.029750666,0.029941088,0.029775588,0.029761985,0.030098826,0.030203788,0.030436294,0.030485008,0.030828398,0.031004805,0.031226706,0.031071195,0.030896567,0.030599559,0.029986253,0.029420342,0.028370017,0.027103918,0.02593583,0.024716394,0.023788871,0.022838818,0.022032786,0.021368792,0.020636627,0.019917691,0.019098002,0.018244522,0.01716271,0.015866105,0.014534844,0.0130674895,0.01180223,0.010452675,0.009076457,0.007952805,0.007157099,0.006382133,0.005875833,0.0054692877,0.0051851626,0.0050038365,0.0049154,0.0048880796,0.0049255555
LateralPinch,1,48,2,0.7564929,0.7470659,0.74128246,0.734428,0.73393166,0.7300507,0.7241657,0.7251262,0.72401357,0.72117,0.7273286,0.7264859,0.7283326,0.7287365,0.73072946,0.73265314,0.7366135,0.73243904,0.729958,0.7257439,0.7259092,0.71091783,0.7100565,0.70120895,0.69107854,0.6769044,0.6696054,0.65519166,0.64454025,0.63066626,0.6197208,0.6093493,0.5949588,0.58512366,0.57409334,0.5643619,0.55856556,0.5448049,0.53611004,0.52673537,0.517557,0.50819266,0.49490088,0.48592332,0.47049618,0.45405003,0.43952933,0.42121986,0.39885616,0.3792841,0.35432073,0.33072424,0.30390847,0.27683094,0.2485511,0.22103451,0.19226016,0.1637313,0.13353364,0.102800965,0.07350341,0.04420234,0.016029164,0.014212303,0.041216966,0.06903981,0.09525374,0.12094143,0.1445596,0.16788259,0.19129932,0.21232843,0.23338503,0.25528592,0.27362728,0.29356107,0.31348366,0.33438382,0.3525755,0.37637237,0.3977028,0.4172551,0.4418715,0.46541256,0.48354408,0.50644827,0.5251481,0.5449932,0.56353354,0.580553,0.5941648,0.6085626,0.61613566,0.62568206,0.631309,0.6397537,0.63948995,0.6449196,0.64642954,0.65171295,0.003607427,0.0036529999,0.0036958642,0.0036856805,0.003736838,0.0039427816,0.004051464,0.004135114,0.0042110966,0.004385742,0.0046172547,0.004894309,0.0052341404,0.005489904,0.005800767,0.0061040027,0.00673894,0.00706364,0.007411029,0.007882177,0.008521523,0.008832655,0.009419819,0.009887776,0.010373378,0.010756765,0.011036898,0.011281943,0.011551294,0.011740724,0.012009845,0.012245958,0.01244516,0.012957874,0.013175772,0.013695499,0.0142075475,0.014712854,0.015142793,0.015985664,0.016572889,0.017507102,0.018360859,0.01932356,0.020169616,0.021018373,0.022004463,0.023045007,0.024196506,0.025373194,0.026244115,0.027188485,0.02807283,0.028857546,0.02900374,0.029648982,0.029930431,0.030102158,0.030233208,0.030454082,0.030553345,0.030733043,0.030822296,0.031004958,0.031182665,0.03143668,0.03122224,0.031087754,0.03069945,0.030235935,0.02940844,0.028263355,0.0272671,0.026002163,0.02489172,0.023942431,0.022953289,0.021979168,0.0212826,0.020656545,0.01990375,0.019021519,0.018119475,0.017156407,0.015742894,0.014316849,0.012849609,0.011410475,0.010061067,0.008775346,0.0077296593,0.0067542763,0.006156505,0.0056936317,0.0052421694,0.004997681,0.0049220175,0.004814998,0.004724666,0.004801412
LateralPinch,1,49,2,0.7563614,0.74743956,0.74206334,0.7345996,0.7329385,0.7292715,0.7266875,0.72447366,0.7234589,0.7238132,0.7271635,0.72716266,0.728112,0.7289267,0.7320835,0.73378026,0.73686767,0.73241013,0.7320717,0.7256425,0.7257407,0.7133348,0.710476,0.7015674,0.69027436,0.6768692,0.6673656,0.6563562,0.6439966,0.6324966,0.6199816,0.6106726,0.59821004,0.5858533,0.57740825,0.5654785,0.5552001,0.54799235,0.5367888,0.5270746,0.5176342,0.50806254,0.49460608,0.4832179,0.4709094,0.45351535,0.4369054,0.41987154,0.40058765,0.37701264,0.35403594,0.3312812,0.3045533,0.27703398,0.24946626,0.22161688,0.19273943,0.16377059,0.13402095,0.10418002,0.07551694,0.045577195,0.01596301,0.013412116,0.041127425,0.06958985,0.09532034,0.12089748,0.14532185,0.16856377,0.19130303,0.21247822,0.2331478,0.25392702,0.2741124,0.2933559,0.3135433,0.33322203,0.35393023,0.37508634,0.39814442,0.41617605,0.44329706,0.4641505,0.4870188,0.50764966,0.5250263,0.54702795,0.5642195,0.58077514,0.5937364,0.60555655,0.61764747,0.62614167,0.63108313,0.63642824,0.64113307,0.6416325,0.64707863,0.6517975,0.0035496794,0.0037017905,0.0037583387,0.0038299672,0.003855082,0.0040185815,0.00398337,0.0041402634,0.004295932,0.004436285,0.0046086065,0.0048143915,0.0050882013,0.005439371,0.005736249,0.0061559877,0.0065315138,0.0068739504,0.0072590923,0.007631382,0.008275919,0.008602117,0.0092126075,0.009674466,0.010207972,0.0104712,0.010791297,0.011128491,0.011435842,0.011582112,0.0118508665,0.0120077105,0.012341402,0.012603771,0.012957863,0.013458713,0.013889793,0.014387178,0.014970393,0.01574006,0.016415967,0.017305007,0.018166963,0.019135507,0.020009419,0.020864151,0.021836873,0.022922194,0.023992235,0.025093434,0.025981335,0.027099589,0.027901458,0.028642677,0.02939699,0.029865015,0.030243212,0.030331997,0.030477822,0.03068716,0.030826604,0.030953504,0.030981226,0.031276084,0.03159538,0.03177121,0.031641856,0.031496305,0.031116735,0.03046192,0.029673884,0.028624002,0.027676184,0.026516464,0.025316676,0.024132561,0.023077356,0.022219084,0.021519337,0.020947186,0.02015404,0.01932105,0.01843856,0.017284332,0.015989285,0.014555549,0.0130903255,0.011653229,0.010279035,0.009021213,0.0079391515,0.007036633,0.0062742215,0.005733192,0.005360771,0.005080627,0.0049127997,0.0047148266,0.004715988,0.004880472
LateralPinch,1,50,2,0.7534661,0.7448257,0.7391929,0.73128605,0.7314421,0.72659457,0.7208753,0.72254914,0.7203073,0.71791726,0.72494894,0.72318476,0.72400516,0.7249561,0.7246732,0.7291529,0.7313623,0.7263083,0.72654384,0.72122085,0.7167599,0.71342075,0.7009311,0.6937661,0.6838888,0.6700234,0.66262865,0.6510069,0.63663507,0.62564296,0.6122258,0.6021479,0.59064615,0.5777546,0.5687201,0.5568944,0.55249363,0.537336,0.52879006,0.52019024,0.51078784,0.4998711,0.48862496,0.47714022,0.4630277,0.44918922,0.4324441,0.41538003,0.3967416,0.37429738,0.35157722,0.32886887,0.3014587,0.2761211,0.24821377,0.22141284,0.1921432,0.16432567,0.13608496,0.105756275,0.0766904,0.04891465,0.023746796,0.015665386,0.039541997,0.066669814,0.09225257,0.116993435,0.1403937,0.16241242,0.18701378,0.20587552,0.22915849,0.24917556,0.2707411,0.2913044,0.3104115,0.33165163,0.3532589,0.37594786,0.39664748,0.4207192,0.4468611,0.46646115,0.48538455,0.5065609,0.52710193,0.5462917,0.56316566,0.5800802,0.59298646,0.607704,0.6141877,0.62224585,0.62845576,0.63342845,0.6394024,0.64086103,0.64328027,0.65084416,0.003495715,0.0036005867,0.003587005,0.0036366684,0.0036374866,0.0037252877,0.0038885563,0.003954297,0.0041603334,0.004297486,0.0045355307,0.004765636,0.005122231,0.005403887,0.0057134973,0.006166961,0.0067124623,0.007137649,0.007677867,0.0080460645,0.008624226,0.009077156,0.009550302,0.010020266,0.010475747,0.010799893,0.011134319,0.011280052,0.011567257,0.011800031,0.012061206,0.01244261,0.012635129,0.012800763,0.0132755535,0.013788292,0.0142591875,0.014836708,0.015480045,0.016280834,0.016940936,0.017842783,0.018831462,0.01973612,0.020516248,0.021519136,0.022538057,0.023681618,0.024843037,0.02595245,0.026744515,0.027769264,0.028445646,0.0292544,0.029769856,0.03040324,0.03082204,0.030810881,0.030726021,0.030907558,0.03133112,0.031246668,0.031223383,0.031427626,0.031704362,0.031691752,0.031493288,0.031269755,0.030907376,0.03010524,0.029209094,0.028055416,0.027045678,0.02589907,0.024622297,0.02333586,0.02228028,0.02126568,0.020608706,0.019909207,0.019109223,0.018363222,0.017510101,0.01656369,0.015258882,0.013927732,0.012593702,0.01128627,0.009945613,0.008780915,0.007815062,0.007036856,0.0063741924,0.0058352533,0.005465319,0.0052538738,0.005064099,0.005015794,0.005017846,0.0050762864
LateralPinch,1,51,2,0.75631666,0.7471049,0.7398322,0.7333439,0.7339282,0.72791547,0.7228683,0.7247401,0.72127324,0.7203917,0.7257895,0.72631025,0.7261776,0.72797805,0.72757906,0.73116183,0.73305166,0.7285944,0.7297232,0.72193474,0.7213295,0.7063959,0.70335364,0.6963992,0.6850477,0.67113996,0.6648977,0.6469587,0.6381956,0.62558013,0.61606455,0.60148543,0.58903027,0.5801417,0.56735116,0.55906504,0.5535166,0.5382682,0.53020465,0.5195193,0.5123949,0.5029263,0.49073,0.48036355,0.46602368,0.44941136,0.43605256,0.41568646,0.39704177,0.37600476,0.35174388,0.33022922,0.30272692,0.2770757,0.24896105,0.22155346,0.19374244,0.16413653,0.13602339,0.106531404,0.07858226,0.051468574,0.023274025,0.013849107,0.03718817,0.06432703,0.09073285,0.11634698,0.13999066,0.16304567,0.18539418,0.20780358,0.22959985,0.25086212,0.2717413,0.29057845,0.3103866,0.33222994,0.35232258,0.37738544,0.3965766,0.419732,0.4444039,0.46658596,0.48770067,0.50604695,0.52804893,0.5467454,0.56442595,0.58077115,0.5940946,0.60627234,0.61465466,0.62512565,0.631447,0.63484436,0.63910717,0.6405353,0.6466019,0.65061265,0.0033968962,0.0034086856,0.003413689,0.0035439571,0.003582774,0.0037320254,0.0039211605,0.0040779426,0.0042003803,0.0043808185,0.004523479,0.0048784046,0.0052298442,0.005518743,0.005752853,0.0062398096,0.0066907597,0.0070555243,0.007524252,0.007867334,0.008308538,0.008642426,0.009334039,0.009777089,0.010197585,0.010543518,0.010926517,0.011196494,0.011443276,0.011698691,0.011910786,0.012153308,0.01250869,0.012861659,0.01313984,0.013640023,0.014262285,0.01478447,0.015271103,0.016108306,0.01684793,0.017756166,0.018665329,0.019592464,0.02049023,0.021281123,0.022398084,0.023408065,0.024572311,0.025722658,0.026730664,0.027672028,0.028329484,0.029140292,0.029704329,0.030093385,0.03046558,0.030503608,0.030527899,0.030707382,0.030721094,0.030843902,0.03076855,0.03085334,0.03117333,0.03144327,0.031104395,0.030986937,0.030619176,0.029914215,0.029014735,0.028063804,0.026972491,0.02568855,0.02434213,0.022975968,0.021930886,0.021071212,0.020275436,0.019686395,0.01888145,0.01809855,0.017290108,0.01645018,0.015231561,0.013981269,0.0125603825,0.011233737,0.01001606,0.008907481,0.007849237,0.007006289,0.0063761515,0.0058486457,0.005405607,0.0051838076,0.004978513,0.0048929327,0.004843564,0.0048534186
LateralPinch,1,52,2,0.75716716,0.74889475,0.7417673,0.7337647,0.7359386,0.7309972,0.7248581,0.72492665,0.72386056,0.7235701,0.72560346,0.7280831,0.72718006,0.7282354,0.7314396,0.73460793,0.73410267,0.73122156,0.7301659,0.7255901,0.72349894,0.7180116,0.70685446,0.69869334,0.688588,0.67391,0.66703343,0.6502469,0.6413426,0.62957215,0.61927116,0.60775244,0.594315,0.58258206,0.5742907,0.5626483,0.5552036,0.5444403,0.5337291,0.524253,0.5147251,0.504549,0.49184573,0.48293227,0.46926674,0.45172736,0.43725318,0.42132065,0.39935803,0.37904096,0.3552435,0.33100423,0.30581602,0.27950746,0.25142735,0.22383869,0.19535081,0.167281,0.1358313,0.10614956,0.07751301,0.048679713,0.021321641,0.0111464355,0.037878424,0.06579324,0.092666544,0.11804851,0.1417721,0.16564566,0.18787093,0.21049678,0.23083477,0.2541249,0.27193227,0.2925621,0.31314543,0.3317978,0.35487226,0.3762802,0.39711425,0.41899875,0.44405928,0.4644799,0.4841837,0.50540286,0.5249024,0.544913,0.5628525,0.5805041,0.5927642,0.6073923,0.6142934,0.62631863,0.63184685,0.6372082,0.64078945,0.6426656,0.64537215,0.6508551,0.0035581598,0.0034752735,0.0035369461,0.0035071087,0.003659408,0.0037495994,0.0038059915,0.0038681312,0.004133721,0.0042851656,0.0043846006,0.004674055,0.0049858713,0.0052210763,0.005567611,0.006039749,0.0064974315,0.0068946118,0.0071028,0.007584464,0.0082882615,0.008733469,0.009215033,0.00967783,0.010145266,0.010479892,0.010913551,0.01109932,0.011472684,0.011774566,0.011949657,0.012196078,0.012355199,0.0126126995,0.013047338,0.013514687,0.013911015,0.014492844,0.014999933,0.015793769,0.016541524,0.017424662,0.01827428,0.019326445,0.020244265,0.021099387,0.02216873,0.023295827,0.024446491,0.025573855,0.026469426,0.027508136,0.02820883,0.029133998,0.029609801,0.029982917,0.030182693,0.030386724,0.03043821,0.030677425,0.030849792,0.031041328,0.031012535,0.031177038,0.031473305,0.031716596,0.031542942,0.031326648,0.030987477,0.030204628,0.029405488,0.028146142,0.027305283,0.02585394,0.024629505,0.023381181,0.02233976,0.021443192,0.020626554,0.019943452,0.019173812,0.01834886,0.017337598,0.01637265,0.015116128,0.013800086,0.012427212,0.011127293,0.00984254,0.008652789,0.0076421564,0.006891452,0.006186029,0.0057370802,0.0053829197,0.005098431,0.0049879164,0.0049126106,0.0048397807,0.0049145385
LateralPinch,1,53,2,0.75511956,0.7474046,0.74131846,0.733662,0.73489755,0.7295304,0.7226609,0.7264423,0.72127783,0.7228339,0.7272457,0.72585654,0.72738874,0.7293396,0.7309216,0.7332304,0.73537374,0.7306141,0.73239315,0.72647333,0.7251135,0.7119503,0.7087792,0.7004685,0.6897574,0.6765263,0.6689248,0.6537645,0.64340365,0.63066393,0.6222344,0.6065551,0.59706664,0.5834765,0.5765297,0.56404483,0.5557254,0.54554355,0.53401846,0.5255177,0.5161896,0.5062792,0.49416336,0.48551697,0.4707476,0.4556743,0.43926618,0.4217572,0.40113756,0.37986922,0.35533145,0.33354935,0.30631664,0.27975518,0.25203508,0.22415742,0.19530159,0.16666692,0.1358504,0.104023345,0.07723121,0.047958534,0.01860293,0.012153867,0.04019471,0.06739666,0.09384717,0.11959857,0.14351295,0.16653588,0.18925288,0.21119279,0.23250484,0.2541374,0.27398407,0.29425105,0.31343263,0.33276743,0.3544734,0.37752807,0.40003395,0.42016557,0.44592282,0.46692768,0.48860466,0.5084519,0.5265306,0.5489697,0.56614804,0.5830504,0.5954992,0.609268,0.6166531,0.6272373,0.6323561,0.63661903,0.6412079,0.6417692,0.6469238,0.65221703,0.003743609,0.0037321886,0.0037898328,0.0037773687,0.0037777715,0.0040159947,0.004033067,0.0042120204,0.0043273764,0.004461707,0.0046307254,0.004889312,0.0052330904,0.0055906125,0.0058356537,0.0063954354,0.006820879,0.007206212,0.007610705,0.008111446,0.00815089,0.008466447,0.00899858,0.009501184,0.009979593,0.010318881,0.010599198,0.010888277,0.011161742,0.0113777695,0.011640214,0.0117990635,0.012106052,0.012374537,0.012854118,0.013305908,0.013785736,0.014317823,0.014869331,0.015625142,0.01639986,0.017317416,0.018107885,0.019034471,0.019996649,0.020910857,0.022005739,0.023187093,0.024204282,0.025584057,0.026410133,0.02753509,0.028184662,0.02909584,0.029825877,0.03021394,0.030567162,0.031009411,0.031137003,0.031135708,0.031227317,0.03136562,0.031306002,0.031493578,0.031640816,0.03175353,0.031522553,0.03133644,0.031092497,0.030204423,0.029241294,0.028151903,0.0271587,0.02595347,0.024621205,0.023405526,0.022443773,0.021524815,0.020861594,0.020044912,0.019297397,0.018486759,0.017656121,0.016679151,0.015490825,0.014135226,0.012698611,0.01137764,0.010010977,0.0088315355,0.0077364836,0.0069501256,0.006237553,0.0057405597,0.005457107,0.0052048117,0.005036654,0.0049257576,0.004997936,0.0049505946
LateralPinch,1,54,2,0.7558606,0.747168,0.7416299,0.7346273,0.7335393,0.72926235,0.7238889,0.72153825,0.7221534,0.7202702,0.7279936,0.72900987,0.7278896,0.7296225,0.7307019,0.73483217,0.7359291,0.7312409,0.73139334,0.72641563,0.72413623,0.71927464,0.71062416,0.7003584,0.691523,0.6776618,0.6692665,0.65515417,0.64421326,0.6317415,0.61883664,0.60917723,0.5975637,0.5860772,0.5752979,0.56802666,0.55600286,0.5456184,0.5360867,0.52810496,0.5184615,0.50788116,0.49440032,0.48431855,0.4719002,0.4538617,0.44096717,0.42085087,0.40206692,0.3783092,0.3549839,0.3328024,0.30522868,0.27839205,0.25030398,0.22254737,0.19459943,0.16570857,0.13558938,0.10401879,0.076882586,0.047108643,0.018269751,0.012254035,0.03967783,0.06782414,0.094094284,0.1201241,0.14366624,0.16738041,0.1904766,0.21128516,0.23250498,0.25242794,0.27220482,0.29315248,0.3136684,0.3329619,0.35373342,0.3770075,0.39870155,0.4205575,0.44558316,0.4665432,0.48583615,0.50752425,0.52510715,0.5468381,0.5642085,0.5816794,0.5943232,0.6091504,0.615179,0.62578773,0.63015413,0.63626635,0.6393351,0.64458686,0.64669603,0.64965266,0.00378444,0.0038186254,0.0038295109,0.0037642338,0.0037753165,0.003822585,0.0040671136,0.0040671583,0.004189057,0.0042951675,0.004502907,0.0047317576,0.0049917405,0.0052799643,0.0056586876,0.0059489603,0.006371918,0.006688029,0.007055608,0.0076416,0.008600959,0.008972858,0.009551751,0.009952283,0.010369809,0.010690271,0.011021346,0.011322262,0.011578744,0.0116939675,0.01197801,0.01220159,0.012417589,0.012749973,0.013082814,0.013641884,0.014072033,0.0146364635,0.015127353,0.0159296,0.016882636,0.017609444,0.01839498,0.0193028,0.020297742,0.021074649,0.022167254,0.02342846,0.024597231,0.025626108,0.026531922,0.027671654,0.028216446,0.029114565,0.029596685,0.030030642,0.030375974,0.03045691,0.030512214,0.030662615,0.030898146,0.030899541,0.03106297,0.031141305,0.03132967,0.031506192,0.03132308,0.031185912,0.030781597,0.030059095,0.029204916,0.02808971,0.027083881,0.02583903,0.024601275,0.0233181,0.022287853,0.02131908,0.02061581,0.019989867,0.01926371,0.018472137,0.017634684,0.016587509,0.015427445,0.014071942,0.012790951,0.011412383,0.010077301,0.008955561,0.007922155,0.0071524787,0.0064264787,0.005947479,0.005536728,0.0052504176,0.0051895655,0.0050603426,0.005114904,0.00510383
